昵称,性别,时间,点赅,评论,IP属地,"二级评论条数,条数相同说明在同一个人下面",等级,uid,rpid
AX_荆郷,保密,2024-12-11 09:19:14 北京时间,0,回复 @梁yz_ : 即使同是研究生差距也比你想象的要大，心里有些社会责任感的人和只想着以后找个好工作的人，虽然学历相同，但是以后的人生轨迹和对国家的贡献都是天差地别。学历基本只能评判一个人的专业能力，而国家需要的高素质人才显然不只有这一个评判标准。,吉林,18,5,551233024,249406844784
美味蟹堡在这里,男,2024-12-21 03:06:13 北京时间,0,回复 @梁yz_ :我们学校很拉，全国70名，但是在陕西任意一个城市找工作还是简单的（仅从我这个专业来看的话，而我的专业还是那种本科很难就业的专业）,陕西,18,5,514857394,249785571681
小安猪666,保密,2024-12-26 14:32:18 北京时间,0,只要不结婚一个人就很轻松，人生就几十年少想点操蛋的事,贵州,18,5,22327223,250733726464
梁yz_,男,2024-12-08 11:37:38 北京时间,17,985/211本科，研究生都失业，还要多高素质人才？,广东,18,5,1502575631,249169650016
AX_荆郷,保密,2024-12-09 05:21:39 北京时间,2,回复 @梁yz_ :不是从学历上看的，要看社会贡献,吉林,18,5,551233024,249224865408
阳光下的火龙果,男,2024-12-09 05:22:27 北京时间,8,回复 @梁yz_ :985/211每年只占毕业生总数的5% 名牌大学的研究生更少 说白了 都是当初扩招 让原本只有专科水平的人上了本科 让原本高中水平的人上了专科 实际上985/211毕业的人 根本不缺工作找,江苏,18,5,399292023,249224941680
薛定谔的戥,男,2024-12-09 06:34:55 北京时间,0,回复 @梁yz_ :看什么专业以及专业转化水平,四川,18,6,225139796,248807919905
21世纪的堂叔叔,保密,2024-12-09 07:29:44 北京时间,1,回复 @梁yz_ :叼，无吹水啦，我坐标广东江门，你要真是985研究生来找工作，大把选择。,广东,18,5,526162363,248811207953
awangmiao,保密,2024-12-09 07:43:17 北京时间,1,回复 @梁yz_ :学历不代表能力[笑哭]我也是博士，跟本找不到工作。因为教育界培养的不是社会需要的人,北京,18,6,47222329,249233699184
果汁分你一点点,男,2024-12-09 07:49:49 北京时间,3,回复 @阳光下的火龙果 :合着教育一点用没有？只有筛选有用？那印度的大学岂不是比美国的大学要强？印度的博士岂不是要远强于美国？毕竟印度博士比美国少多了。,北京,18,5,16198061,248812312753
阳光下的火龙果,男,2024-12-09 08:41:41 北京时间,1,回复 @果汁分你一点点 :教育也分三六九等 你一个野鸡大学凭什么跟211比？211凭什么跟985比？不然人家考那么高的分 白考了？,江苏,18,5,399292023,249237325792
阳光下的火龙果,男,2024-12-09 08:46:15 北京时间,2,回复 @果汁分你一点点 :还有 筛选是金里淘金 而不是粪坑里淘金子 你这比喻就跟粪坑里淘金子一样 就算淘出来也是臭的 在不缺钱的情况下 没人会要臭不可闻的金子 更没人会屎里淘金,江苏,18,5,399292023,249237585632
梁yz_,男,2024-12-09 14:24:10 北京时间,0,回复 @AX_荆郷 :学历代表个人整体素质，技能水平，以及贡献。难道大专生，本科生比研究生生贡献高？😂,广东,18,5,1502575631,249265922544
梁yz_,男,2024-12-09 14:26:17 北京时间,2,回复 @阳光下的火龙果 :扫大街，洗厕所也是工作，别人卷十几年读个985/211出来你愿意干吗，跑去做高中，专科都能干的事，读985/211有什么意义价值？干多少年能回读书成本投资？,广东,18,5,1502575631,249266094640
梁yz_,男,2024-12-09 14:27:14 北京时间,2,回复 @21世纪的堂叔叔 :985研究生看不上你那个江门地级市，没什么行业岗位能提供就业,广东,18,5,1502575631,249266179712
21世纪的堂叔叔,保密,2024-12-09 16:22:52 北京时间,0,回复 @梁yz_ :按你的说法，清北毕业也是找不到工作的，机遇不是糯米鸡，不是提前整定的。,广东,18,5,526162363,248852171953
21世纪的堂叔叔,保密,2024-12-09 16:26:37 北京时间,1,回复 @梁yz_ :我江门虽不是什么大城市，但是也是珠三角核心地区的地级市，在这都没就业机会，那你要干什么。,广东,18,5,526162363,248852283249
阳光下的火龙果,男,2024-12-09 22:57:32 北京时间,2,回复 @梁yz_ :我前面的说的很清楚 现在工作难找的是双非高校 985/211毕业生工作没那么难找 世界就是如此残酷 教育也分三六九等,江苏,18,5,399292023,249285658208
AX_荆郷,保密,2024-12-11 09:19:14 北京时间,0,回复 @梁yz_ : 即使同是研究生差距也比你想象的要大，心里有些社会责任感的人和只想着以后找个好工作的人，虽然学历相同，但是以后的人生轨迹和对国家的贡献都是天差地别。学历基本只能评判一个人的专业能力，而国家需要的高素质人才显然不只有这一个评判标准。,吉林,18,5,551233024,249406844784
美味蟹堡在这里,男,2024-12-21 03:06:13 北京时间,0,回复 @梁yz_ :我们学校很拉，全国70名，但是在陕西任意一个城市找工作还是简单的（仅从我这个专业来看的话，而我的专业还是那种本科很难就业的专业）,陕西,18,5,514857394,249785571681
小安猪666,保密,2024-12-26 14:32:18 北京时间,0,只要不结婚一个人就很轻松，人生就几十年少想点操蛋的事,贵州,18,5,22327223,250733726464
武铲阶级,男,2024-12-08 10:18:14 北京时间,16,别指望击败西方后日子能变好，美国击败苏联后美国普通人的日子变好了吗,陕西,29,4,3461565732882746,249162882400
不好运的魄罗,女,2024-12-08 13:50:51 北京时间,8,回复 @武铲阶级 :美国这种歪瓜裂枣也配跟我们相提并论？而且现实是，我们的日子一直在变好,上海,29,6,175046524,249181155168
鱼菲特丶Js,保密,2024-12-08 14:42:54 北京时间,5,回复 @不好运的魄罗 : [思考],北京,29,2,3546805050542377,248766261665
名字什么懒得写,男,2024-12-08 15:50:48 北京时间,14,回复 @不好运的魄罗 :你这是脱离群众的话语,江苏,29,6,220855506,249192005760
不-厌,男,2024-12-08 16:07:10 北京时间,13,回复 @不好运的魄罗 :你要说的是社会安全层面，那不得否认确实是越来越好。但你要说的是生活层面，我不敢苟同，以前一年时间工作八个月，歇息四个月日子过得美滋滋，现在一年工作十个月都过不回以前的日子。,广东,29,5,415877289,248773277457
此账号封禁中,保密,2024-12-08 16:22:23 北京时间,0,回复 @不-厌 :你每年能创造一万美元经济，你敢说你生活得不好？,重庆,29,5,190966338,249194315504
不好运的魄罗,女,2024-12-08 16:47:49 北京时间,0,回复 @名字什么懒得写 :我们人均GDP是一直在增长的,上海,29,6,175046524,249196166368
疯狂的黑帆,男,2024-12-08 16:53:47 北京时间,1,回复 @不-厌 : 美滋滋？你说的是哪个时代？,广东,29,6,303739,249196397248
不-厌,男,2024-12-08 18:41:36 北京时间,0,回复 @疯狂的黑帆 :零几到一二一三年之前吧，总结下来就是干的活比现在少过得比现在舒坦,广东,29,5,415877289,248780596865
破网装鱼,保密,2024-12-08 19:19:29 北京时间,1,回复 @不-厌 :多少人过得上这种生活？,重庆,29,6,10889940,249201766288
寒风神少,保密,2024-12-08 20:28:14 北京时间,1,回复 @不好运的魄罗 :说明你是布尔乔亚，而且大概率脱离实际生产，觉得贸易战能把你生活变好那你这辈子有了,美国,29,5,478876326,249202752864
一串尤莉多放千酱,保密,2024-12-08 22:11:39 北京时间,2,回复 @不好运的魄罗 :沪上人家说话就是和北方重工业城市不一样嗷[喜极而泣],江苏,29,6,27171556,248783625665
赤尘cc,保密,2024-12-08 22:19:08 北京时间,2,回复 @不好运的魄罗 :ip解释一切捏，资源都往你那里堆，当然越来越好,山东,29,6,443235895,248783729121
魰仔,保密,2024-12-08 22:46:58 北京时间,0,回复 @不好运的魄罗 :[大笑][大笑][大笑]你是含着金汤匙出生的？还是在校学生？,广东,29,5,388575063,248784170865
啊这啊这这存在,男,2024-12-09 00:15:07 北京时间,0,回复 @不好运的魄罗 :gdp跟我个人关系不大,山东,29,6,36596465,248786221553
NullOrEmpty,保密,2024-12-09 00:47:33 北京时间,0,回复 @不好运的魄罗 :GDP理论早就不适应版本了,江苏,29,6,33082820,249207819488
无甲即是最优甲,男,2024-12-09 01:45:13 北京时间,3,回复 @不好运的魄罗 :经典我和马云平均一下，我也是有钱人[吃瓜]，这么说呢家产几千亿呗,湖北,29,5,439102074,248789820081
艾_呦,男,2024-12-09 02:08:36 北京时间,0,回复 @不好运的魄罗 :现在的现实是，越来越多的人眼睛里没有光，跟陌生人之间更冷漠，社交欲望越来越低，不敢有希望，不能有希望，不会有希望，资源越来越充沛但是大多人得到的越来越少，除了饿不死以外也就这了，浑浑噩噩了却此生。,河南,29,5,287038470,248791073937
内切_,保密,2024-12-09 03:07:01 北京时间,0,回复 @武铲阶级 :那就走向星空[doge_金箍],湖南,29,5,51404986,248794218641
小熊牌蜂蜜水,保密,2024-12-09 03:30:32 北京时间,1,回复 @不好运的魄罗 :有没有可能变好的原因是生产力进步，科技进步带来的？,安徽,29,2,3546783795907259,248795696081
萌萌的坑美2003,保密,2024-12-09 03:37:39 北京时间,0,回复 @不好运的魄罗 :那为什么越来越多的人变得更累更没钱了呢？你说的“我们”到底是指哪个？,湖南,29,3,3546657274726625,249217088480
萌萌的坑美2003,保密,2024-12-09 03:38:23 北京时间,0,"回复 @小熊牌蜂蜜水 :你看他ip，再看看他发言。懂了吧？,这就纯纯一何不食肉糜的小学生嘛",湖南,29,3,3546657274726625,249217101584
萌萌的坑美2003,保密,2024-12-09 03:40:08 北京时间,0,回复 @不-厌 :那时候还没那么重视房地产，当然活得轻松。这房地产到底好不好，美国日本香港已经给我们生动的上了一课了。,湖南,29,3,3546657274726625,249217230992
式霜,男,2024-12-09 03:49:55 北京时间,0,回复 @不好运的魄罗 :又一个自己不干活吃父母的沪✌，你的财富和价值多少是你自己生产的,浙江,29,5,180310223,249217836256
鱼虫只要一块钱,男,2024-12-09 03:50:56 北京时间,0,回复 @不好运的魄罗 :一直？多长时间范围内的一直？,云南,29,5,604959500,249217942688
XYM1222,保密,2024-12-09 03:55:55 北京时间,1,回复 @萌萌的坑美2003 :那时候活的轻松？你是真没见过自己爹妈是怎么工作的还是你们家确实轻轻松松工作就能挣很多钱？而且说日子和过去十几二十几年相比变好了有什么问题？,福建,29,6,455543084,248797384273
XYM1222,保密,2024-12-09 04:03:52 北京时间,1,回复 @寒风神少 :对，就该给老美跪下当🐕,福建,29,6,455543084,248797835777
XYM1222,保密,2024-12-09 04:08:31 北京时间,1,回复 @式霜 :浙江的倒也不至于这么说,福建,29,6,455543084,248798277425
式霜,男,2024-12-09 09:31:35 北京时间,0,回复 @XYM1222 :还真没怎么变。我老家现在接近停滞,浙江,29,5,180310223,249240875408
武铲阶级,男,2024-12-08 10:18:14 北京时间,16,别指望击败西方后日子能变好，美国击败苏联后美国普通人的日子变好了吗,陕西,29,4,3461565732882746,249162882400
不好运的魄罗,女,2024-12-08 13:50:51 北京时间,8,回复 @武铲阶级 :美国这种歪瓜裂枣也配跟我们相提并论？而且现实是，我们的日子一直在变好,上海,29,6,175046524,249181155168
鱼菲特丶Js,保密,2024-12-08 14:42:54 北京时间,5,回复 @不好运的魄罗 : [思考],北京,29,2,3546805050542377,248766261665
名字什么懒得写,男,2024-12-08 15:50:48 北京时间,14,回复 @不好运的魄罗 :你这是脱离群众的话语,江苏,29,6,220855506,249192005760
不-厌,男,2024-12-08 16:07:10 北京时间,13,回复 @不好运的魄罗 :你要说的是社会安全层面，那不得否认确实是越来越好。但你要说的是生活层面，我不敢苟同，以前一年时间工作八个月，歇息四个月日子过得美滋滋，现在一年工作十个月都过不回以前的日子。,广东,29,5,415877289,248773277457
此账号封禁中,保密,2024-12-08 16:22:23 北京时间,0,回复 @不-厌 :你每年能创造一万美元经济，你敢说你生活得不好？,重庆,29,5,190966338,249194315504
不好运的魄罗,女,2024-12-08 16:47:49 北京时间,0,回复 @名字什么懒得写 :我们人均GDP是一直在增长的,上海,29,6,175046524,249196166368
疯狂的黑帆,男,2024-12-08 16:53:47 北京时间,1,回复 @不-厌 : 美滋滋？你说的是哪个时代？,广东,29,6,303739,249196397248
不-厌,男,2024-12-08 18:41:36 北京时间,0,回复 @疯狂的黑帆 :零几到一二一三年之前吧，总结下来就是干的活比现在少过得比现在舒坦,广东,29,5,415877289,248780596865
破网装鱼,保密,2024-12-08 19:19:29 北京时间,1,回复 @不-厌 :多少人过得上这种生活？,重庆,29,6,10889940,249201766288
寒风神少,保密,2024-12-08 20:28:14 北京时间,1,回复 @不好运的魄罗 :说明你是布尔乔亚，而且大概率脱离实际生产，觉得贸易战能把你生活变好那你这辈子有了,美国,29,5,478876326,249202752864
一串尤莉多放千酱,保密,2024-12-08 22:11:39 北京时间,2,回复 @不好运的魄罗 :沪上人家说话就是和北方重工业城市不一样嗷[喜极而泣],江苏,29,6,27171556,248783625665
赤尘cc,保密,2024-12-08 22:19:08 北京时间,2,回复 @不好运的魄罗 :ip解释一切捏，资源都往你那里堆，当然越来越好,山东,29,6,443235895,248783729121
魰仔,保密,2024-12-08 22:46:58 北京时间,0,回复 @不好运的魄罗 :[大笑][大笑][大笑]你是含着金汤匙出生的？还是在校学生？,广东,29,5,388575063,248784170865
啊这啊这这存在,男,2024-12-09 00:15:07 北京时间,0,回复 @不好运的魄罗 :gdp跟我个人关系不大,山东,29,6,36596465,248786221553
NullOrEmpty,保密,2024-12-09 00:47:33 北京时间,0,回复 @不好运的魄罗 :GDP理论早就不适应版本了,江苏,29,6,33082820,249207819488
无甲即是最优甲,男,2024-12-09 01:45:13 北京时间,3,回复 @不好运的魄罗 :经典我和马云平均一下，我也是有钱人[吃瓜]，这么说呢家产几千亿呗,湖北,29,5,439102074,248789820081
艾_呦,男,2024-12-09 02:08:36 北京时间,0,回复 @不好运的魄罗 :现在的现实是，越来越多的人眼睛里没有光，跟陌生人之间更冷漠，社交欲望越来越低，不敢有希望，不能有希望，不会有希望，资源越来越充沛但是大多人得到的越来越少，除了饿不死以外也就这了，浑浑噩噩了却此生。,河南,29,5,287038470,248791073937
